model,series_idx,fold_id,decile,MAE,RMSE,MAPE,sMAPE,MASE,WAPE
MLP,162,2,7,457.16444227430554,546.9302931318892,3.5284134290873626,3.6175603055398846,1.1514402930416279,3.572682655727651
MLP,163,2,4,58.60517709960939,66.4575507588669,6.200912761530986,5.970826386279042,0.11601885894716454,6.004637585296155
MLP,164,2,3,136.26034884982639,148.15367926277338,5.363257508067879,5.53667102363672,1.3709630191025477,5.4143184973440945
MLP,165,2,7,200.53531901041666,203.56087545530667,3.4907575671175,3.554595945089206,0.716405583452839,3.493646672655343
MLP,166,2,7,454.81488715277777,541.5097655965283,7.479861142961614,7.123715842910233,1.0537295405321783,7.181287691885966
MLP,167,2,1,1049.3530607096354,1224.6900734738063,30.811688645193275,38.34394563024111,5.652279602212784,33.99126604427318
MLP,168,2,8,936.1548394097222,962.2504064445048,5.346708249376861,5.345914484227458,0.8026851065726431,5.297323831931783
MLP,169,2,4,92.0638427734375,94.5302794961879,3.3356480280138032,3.395208010072115,2.0403338128167228,3.340353093976769
MLP,170,2,7,617.0617947048611,771.3252975739521,9.061183857494232,8.982825288202378,0.2277111065506968,9.283002344076472
MLP,171,2,5,122.77247450086806,157.46149742568218,3.302358094196252,3.215844555368629,1.2679273185228188,3.2266090538992915
MLP,172,2,9,362.3098111979164,403.66013375368044,4.369097832196192,4.490024058483056,0.7601323896462951,4.411558574928406
MLP,173,2,0,104.2085198296441,122.43848526410244,9.073497996502056,9.606546078967114,0.7389331406102037,9.34605559010261
MLP,174,2,7,2913.987543402778,3220.8881524926883,33.2708752789192,27.279835429135062,2.138581129156265,30.189479786539685
MLP,175,2,3,1107.7578119574653,1290.6625952830434,32.659382206660815,40.885824697468166,4.093024471639005,35.63198433028331
MLP,176,2,5,151.13053385416666,159.4235502974624,3.384277621803916,3.448942552837022,1.022219173168133,3.39449664259421
MLP,177,2,1,340.35563964843755,357.47563289672405,22.999238601448983,20.377857438775454,1.5075574662913196,22.417956292870254
MLP,178,2,8,322.30946180555554,334.30165988934647,3.5979282762018423,3.6686787629308797,2.2347273845593763,3.608839457887534
MLP,179,2,8,2311.6550021701387,2922.6481851300377,16.041722940648643,14.315882366847696,2.4247439313399592,14.089300420569096
MLP,180,2,6,2196.3570855034723,2377.723414649492,39.13149962005546,31.161448248475278,1.7072359663129208,35.20796693783992
MLP,181,2,8,538.2006564670139,598.0061250926235,7.147240563345028,7.30743454490901,0.44065950434566836,7.100792946130801
MLP,182,2,0,277.0198703342014,349.52513473535964,10.87901601481162,11.862289065722292,2.5792788848548223,11.409385104374028
MLP,183,2,6,1850.3015321180553,2212.1146073392515,16.77250380671877,16.819313420453238,2.8581090150427633,16.885395381691986
MLP,184,2,5,510.70725097656253,551.8071820877046,10.913048281333609,11.647361037108654,2.6636357815631815,11.031790702540489
MLP,185,2,3,88.17925347222223,103.28333438838588,2.7048609505681895,2.7554513341848543,0.9990025510052609,2.7319343921582124
MLP,186,2,0,18.79393853081597,22.686854008343015,1.6515345754491588,1.6705882680634319,0.39055081473754055,1.6650632158029606
MLP,187,2,4,202.32432725694446,227.60037027223368,4.952561125076489,5.11152548593705,1.5014112972913527,5.01907096282387
MLP,188,2,2,83.24258626302084,94.63815020712936,4.150512577764013,4.2637397531724766,1.551499441293121,4.200823565773557
MLP,189,2,4,364.7555939670139,425.3279199152358,7.210423359794568,7.573855747225953,1.675711650318388,7.353711399368425
MLP,190,2,0,116.74991183810764,145.52739881046207,10.565075609012016,10.77414989616243,0.8759202577918179,10.83805267192335
MLP,191,2,8,1495.1760796440972,1691.4076427877328,34.29420149100787,28.012776152910334,1.0137951927713813,23.963288606173762
MLP,192,2,8,614.2963324652778,672.2292910870806,6.505415651893835,6.765473862219612,2.325948865421861,6.583313874955346
MLP,193,2,2,93.49600830078118,95.88955657915369,4.5089952041420975,4.618563697874829,0.36893375673155576,4.510577795147402
MLP,194,2,6,218.036865234375,227.02671130084073,4.605682485561053,4.723105795280333,1.3999339366199366,4.620948022204528
MLP,195,2,6,413.06116147449484,454.7612250183538,4.212509685420797,4.106926250567467,1.4686413168219075,4.174441994849444
MLP,196,2,5,36.411417643229164,42.53837660322247,1.0537107868298132,1.0613120228367867,0.28997114730444723,1.0569352000937349
MLP,197,2,3,363.1661417643229,474.1054917614496,24.68662538774756,22.230452660460358,0.680282677046097,22.072869111640227
MLP,198,2,5,445.5150169881945,572.3120712022142,10.551781678596146,9.90757722000441,1.1309363016419964,9.548260216359802
MLP,199,2,8,735.7084852430557,815.6746141325299,5.8561600590531775,5.665543682767508,0.7737074569677336,5.741358205520011
MLP,0,3,1,104.01144409179688,116.60949414266497,10.499509187625558,11.166081037807384,0.44768196883126343,10.84959430721108
MLP,3,3,4,595.3879828559028,675.0454677200761,31.49799049454639,26.023116757394725,0.4369991115414202,28.867451653359076
MLP,5,3,9,3793.2647569444443,4001.90920983146,48.28879670730227,37.632483031046064,1.344811424111715,45.1967734328457
MLP,8,3,9,213.27723524305554,242.9359251424427,1.7208062499937133,1.7300477239073175,0.14291527936769413,1.723994177463176
MLP,9,3,4,286.61882866753473,303.23422956584676,6.6181382554871115,6.872225037536385,0.5715357508769027,6.6294945015042535
MLP,11,3,7,1127.8337371527778,1451.3520238303154,12.715452747979347,11.861786644536416,0.7817044863168258,11.61296454355796
MLP,12,3,7,225.6431477864583,280.20157730098265,3.781039090370666,3.6758129948641485,0.6853165080356587,3.699829527895768
MLP,13,3,2,310.02784559461804,329.62245936120513,13.735850653860368,14.868549905713694,1.8683472953998777,13.967490259184116
MLP,14,3,2,160.81237565104166,218.034939006185,12.166234746710405,10.944204579887455,2.0345632209461737,10.009665035099083
MLP,15,3,3,292.92137315538196,298.70429400248787,14.06621187651307,13.09915257549581,0.9286995815836029,13.959715956571022
MLP,16,3,5,385.6413367013889,471.90966575977035,7.603003941168669,8.03774639348591,1.0081604097808463,7.89488969580803
MLP,19,3,0,57.76505872938368,58.8633588817901,5.4715158702619,5.63136039406614,1.1659240380454208,5.476226139616086
MLP,21,3,1,400.999616156684,428.41037596421353,21.26813005169696,24.10352335409455,4.096477000403048,21.78428195497462
MLP,22,3,0,149.64330376519098,168.33969841258028,8.760436750076193,8.933484900653935,0.9014656853324757,8.555391525134791
MLP,23,3,3,220.18925817100694,233.80430572207746,8.163657160199921,8.552411282880335,1.0160689467808863,8.240277111977926
MLP,25,3,6,859.7776150173611,1133.1225749092432,14.632143514179404,14.450467579726403,0.7222998725992953,15.380637120167462
MLP,26,3,8,2104.1804998645835,2586.1386761457516,17.017191260460017,19.307025026491853,1.403866666607489,18.35629073829013
MLP,28,3,1,53.041408962673614,68.4066226538559,4.022574208945516,4.132317578640337,0.8840234827112269,4.1408047938939365
MLP,30,3,0,262.72190059027776,306.86153329081,27.584123916013347,22.853186757644174,1.9266545742217824,24.59549078178952
MLP,32,3,9,621.6161024305555,627.6639113490661,6.285298634882178,6.493095935484984,2.0945507008143016,6.29130719356199
MLP,36,3,3,592.9616193576388,652.0780197636808,16.5972164330737,18.408595063211557,2.3455374523359485,17.040866173390746
MLP,37,3,3,102.62659369574652,119.23418215652515,4.6435729069198395,4.776861316267471,0.19511260177664952,4.772096839378552
MLP,38,3,2,137.96546766493054,181.23004108115302,8.0439778033553,7.470477357369826,0.7352624744544105,7.502404506100251
MLP,39,3,6,108.005859375,123.00024806009259,1.8300957430715261,1.8085514316214448,0.2879132558423672,1.8220892613628372
MLP,40,3,2,408.80667697482636,568.0305843016899,27.031753147808885,20.947620712149835,1.7504649649696231,19.103567050900928
MLP,41,3,5,287.80278862847223,321.25545355284333,9.353014113478007,8.840275900100766,0.4345454415993193,9.183567089722565
MLP,45,3,3,447.18180881076387,517.759255363394,26.402291290166975,22.285829350238792,0.3433837644828791,24.572079195164964
MLP,46,3,6,724.3567708333334,796.189464787928,9.506540757846201,9.351958894444353,0.5026675100088968,9.537982351865399
MLP,50,3,8,364.5729709201389,376.3259224440023,4.285586508098829,4.3853957374998895,1.1887473781714417,4.294567243586597
MLP,51,3,1,433.50515717230905,460.2861816011559,32.630125167668915,39.60754643740738,3.2420620788836323,33.6259324738787
MLP,52,3,5,1075.3987163628472,1404.3341670366115,30.27413363374577,27.93351741253825,0.8951438187172377,25.671599747027905
MLP,53,3,9,568.9464518229166,575.7427627789856,5.674864226602781,5.844495360692744,1.7031368839818328,5.679997855137271
MLP,54,3,4,107.99991927951386,126.5569470660173,3.4928496590930584,3.409883014801064,0.6019767122726774,3.444270702055849
MLP,55,3,4,130.27328016493055,145.1905455855776,5.013134503662574,5.170961295462702,0.8531098082887847,5.0691745563373365
MLP,56,3,1,86.0777455855035,91.8028214796815,6.637433360151529,6.893999164277692,2.3187816762749773,6.7017002612579795
MLP,57,3,4,157.4411105685764,170.8126852849229,5.308826601658171,5.479311056528091,0.9324414950005825,5.334957304818834
MLP,58,3,9,694.106598923611,913.4158513554282,9.468789887864254,8.869558145460262,0.5933865071433806,8.730503487300316
MLP,59,3,4,472.14058328125003,580.6730408051069,10.846766190231946,11.791447462809423,1.274837155068878,11.266107117895817
MLP,60,3,0,291.33912641059027,350.2186130401643,15.636909785113124,15.631841818768896,0.9646221311611525,15.669904298322946
MLP,61,3,3,184.47094477126737,204.3608730021011,10.75822904167108,10.23259026432875,0.36868331075611244,10.535429333654877
MLP,62,3,4,355.78225477430556,463.7692887722631,15.933220920553365,13.977978781566481,0.9519152545451705,13.419612390851768
MLP,63,3,7,1196.740586545139,1282.041784249106,24.52705752016655,21.424178193573777,0.91787456330603,23.665070369664413
MLP,64,3,3,183.17181260850697,214.91052006259574,9.555881578989359,9.098262053570963,0.3993792999797226,9.227024394685934
MLP,65,3,3,479.3763020833333,555.719812672667,17.45127618032424,19.628908213785305,1.159734754162648,18.455788974146458
MLP,66,3,4,401.7589382595486,450.95159666662806,11.92776705427737,12.882520171861591,1.1576073721410185,12.219771694274883
MLP,67,3,4,243.35521538628473,283.6254225509952,12.192595406243242,11.244340396455568,0.8495647537061443,11.582212371052055
MLP,68,3,6,1231.5068578559026,1398.9948175186523,16.812062008225894,18.390531423779237,1.7353272965225892,17.50051917555104
MLP,69,3,4,888.658412109375,947.3962107240857,20.260671151366807,22.786453283260823,2.7938351805590407,20.710079451416476
MLP,70,3,3,238.71311848958334,258.56900988208565,8.381416702635097,8.811059952599294,0.6617916976724897,8.44623479111136
MLP,71,3,0,116.87227094618055,124.2855843779501,11.425302073463575,12.210377330896424,0.5089470268604941,11.511752070009239
MLP,72,3,9,659.8311649305558,720.33897422768,6.569365877606385,6.8324242624584555,1.8321379287690702,6.649029690534351
MLP,73,3,2,36.162699381510414,38.161860605571995,2.0674323171189135,2.0914796252063783,1.678268921572859,2.0721630817406407
MLP,74,3,8,757.2405828993055,954.2025896611956,19.011834973521623,16.276883307207303,0.36507945733987057,15.766981112398323
MLP,75,3,0,107.24809446354166,136.9942735422239,7.74353778450603,8.225976001720275,0.701371878077699,8.02727303540265
